 text class_label
75408 "U.S. Labor Department to delay 'fiduciary' rule for 60 days pending review  #Politics #market https://t.co/NZTDdtZNe6" normal
75411 "Buy Transformers War for Cybertron CD Key Compare Prices https://t.co/2BXnskl4dr #steam via @allkeyshop" spam
75412 "I liked a @YouTube video https://t.co/uTn7F30A1C Why Aladdin Is Disney’s Greatest Conman - Today's Topic" normal
75413 "Street racing increased drastically after the first 2 films so they were pretty much forced to go in a different di… https://t.co/Efl0M3nJpu" normal
75415 "Trying this Fuerza and Belleza. Good smoke! #cigarsocietyofsouthflorida #botl #sotl @ Ashes… https://t.co/tfoxZaOFGL" normal
75416 "All that shit Joseline did to those women and she wanna be cool now fuck outta here #LHHATL #LoveAndHipHopATL" abusive
75418 "Found a Transponder Snail!
Get an inside look at a shadowy criminal empire!
https://t.co/DWsYoQz6PH #TreCru https://t.co/2JE7K1DMMq" normal
75420 "Being a cog in a larger set of gear works might upset someone ... More for Virgo https://t.co/QoLyoqImkI" normal
75421 "Yeah I know I'm play games instead of working on coloring, but I have work soon and hate getting into stuff then having to stop suddenly." normal
75422 "#NowPlaying Dorinda Clark Cole - He Brought Me  on Faith Xpressions Gospel Radio Listen here: https://t.co/nBsHWjs53j" spam
75423 "America would kill more children. You did it in Iraq-still going on for God. This is not the way it should be. America had been killingTLONG" hateful
75424 "30pcs Metal Purple 5040# Crystal Faceted Spacer Rondelle Loose Beads 8x6mm  https://t.co/EbPnnglHuQ https://t.co/aZJQEjtGiw" spam
75425 "@WBA1878 i've taken stake +10% for now, will see if Federer wins before deciding, are you taking stake back?" normal
75426 "It gains us nothing to indulge in comforting fantasies. Trump is not going to be removed before 2020. Stop fantasizing. Start organizing." normal
75427 "All this populist policy helping out all these Ohio, Michigan, Wisconsin, and other Mid-West middle-class voters (-… https://t.co/jIuHFfOxwC" normal
75429 "https://t.co/4mbgu1U2GK Trump administration's secret deployment of US troops in #Syria reminiscent of shadow wars in #Cambodia and #Laos" normal
75430 "@sitecorey Seems like Microsoft has jumped on the bandwagon more than most because I'd put just about everything el… https://t.co/KyEGc8twV3" normal
75431 "Modern Entrepreneur's Guide For Hiring In The Digital Age https://t.co/FOHZQsWs0a #strartup #Dubai #UAE #Innovation" spam
75432 "@LillyB116 @jamreilly57 @dwolfman54 @GodKingNobody @NothingSirius @shotgunsusie @JimJerrolds @wildbillhkhk… https://t.co/fhNzGnp6Fy" normal
75434 "After climbing a great hill, one only finds that there are many more hills to climb. - Nelson Mandela #quote" normal
75435 "I added a video to a @YouTube playlist https://t.co/7kBEEpXZvO The Chainsmokers &amp; Tritonal - Until You Were Gone (Justin Caruso Remix)" spam
75436 "Now playing: Breakup the Ground by @jabariwade #listen at https://t.co/X7ATIbKBok https://t.co/87wXTlHcMT" normal
75437 "📷 masterwalterblog: Forced miking and regular forced painorgasms is an essential part of the slavelife... https://t.co/1AEFVRpe5i" normal
75438 "@FoxNewsInsider @SenSchumer @GOP @FoxNews we need to change whatever rules we need to to shove it back down the thr… https://t.co/RLS4UwPdYj" normal
75439 "Cause I promise u when I'm almost famous She blow this thing, get wit it It's like that You're gonna love the joy I wanna" normal
75441 "last year by this time i didn't even listen to infinite but look at me now making a full thesis for someone to start stanning them" normal
75442 "@MichelleDuma @BEASolutions @ClaireRAS14 @HampshireHour Being #human means even if you get it wrong it doesn't matt… https://t.co/6MRnDQI3e2" normal
75443 "I played the Sandy Caps mini game in Paradise Island 2, and my score was: 212 #GameInsight #ParadiseIsland2 https://t.co/lkJr0pN8tO" normal
75444 "UK Government in secret move to boost relations with Russia - Trump Latest News https://t.co/DLZg0FwwRW" spam
75447 "My commitment following the Challenge the Impossible Event @TeachFirstWM #WMSPRING https://t.co/QYFHluZ0Gd" normal
75448 "CHAOTIX's FUTURE TONE BURST (Part31 of 31)#HatsuneMiku #ProjectDIVAFutureTone- TWO SIDED LOVERS -HARD PERFECT https://t.co/AUevsAbUpT" normal
75450 "@NamelessVlogger well.... i never have gone.. but if i ever went, i hope it was with you than than any other friend i have" normal
75452 "#whenyouareanartteacher #dinner looks like this #colorfulveggies and  #burneddinneragain because… https://t.co/846MUapKfo" spam
75454 "Everyone head over to @dil8e and drop him a follow! He does some really clean signatures that you'll want to check out! 👍" normal
75455 "OK so when the siren passed by the jensens house i thought clay or justin was in trouble i NEVER expected it to be alex im crying" normal
75456 "I have finally mastered the act of reviving myself from severe deaths. 

Look at how he slays every bit of my soul. https://t.co/saZ03S65J7" normal
75459 "@LBoogieOnSports Like how you just gonna get mad at the dude for doing what he's paid to do? It's just weird." hateful
75460 "Bachelorette Party #outfit inspiration. I need an excuse to rock this #lookoftheday. 👩🏻 #Jessieanng https://t.co/rKt1Jhv3en" normal
75461 "Two werks of strong cold, coughs and high fever. Moves between hospital and my bedroom. 
What I need is miracle... https://t.co/o9jdopkreD" normal
75462 "26/3/13-24/413 Thalaivaa team was in Syndey. Here are some of my very own clicks! Best days, memories afresh.😘… https://t.co/41rwaGJfoL" normal
75463 "Celebrate National Beer Day With These 7 Horror-Inspired Brews! #NationalBeerDay https://t.co/HCQX1tc6On #nationalbeerday" spam
75464 "@lizacmusic with over 15 Celebrity to storm the Ijesha-tedo  community with good news #LizaCstreetconcert" normal
75465 "Honestly, I don't care about the ""difference"" of cinnamon buns and rolls, I just love food and debates😂" normal
75466 "7 Tips to Automate Social Media Marketing Like a Boss
https://t.co/8zueYBWUh2 | #contentmarketing https://t.co/ts0lP4xt1g" normal
75467 "Omg yes, young actor Lee Min-Ho (from The Moon that Embraces the Sun). Hope to see him soon in dramas/films! 💕🙆🏻❤️ https://t.co/kiD7veYaso" normal
75468 "If you're my girlfriend be prepared for me to show you off. Like everyone bout to know who you are. You deserve that." normal
75470 "@Parianas @Machiparu @Yurimawas Across the social sciences, responsibility to the communities with which the researcher is engage" normal
75475 "@AstroKatie And if Betsy-de-fool privatizes our public schools, there won't be any science being taught. Creationism instead. #vouchers" normal
75477 "@Wildtenacity ""Yeah... it will..."" She stated in a quieted tone, just watching him in case he gets panic stricken.… https://t.co/PKAPKFTUId" normal
75478 "Yes, this is going in the massive mashup mixtape I am making: https://t.co/NEEVUjXzVd https://t.co/glwxPbt57D" normal
75479 "The #AltRight won this presidency for Trump; you folk would vote Yeb. We won the meme war, not you. We lead, you fo… https://t.co/H7QS8DwI6b" normal
75482 "@miuirom @xiaomi @XiaomiIndia @MiIndiaSupport even i factory reset my phone 3 times, still its the same" normal
75483 "@Glinner I'm sorry Graham, I've tried reading this three times and I'm still struggling to understand him." normal
75485 "Thanks @HDMartyUT  for the recognition today! Super excited to Grow the Pro in 2017!#keepingmydrivealive" normal
75486 "Did you know #contacts for #astigmatism have little alignment markers for your #doctor to verify the fit? #optometry https://t.co/nrnyWenpR9" normal
75487 "“The Penhallow way”—find a biddable bride, produce an heir &amp; a spare, and then live separate lives. #1click  #debut https://t.co/Kt1Q5htXDx" spam
75491 "I'm trying to decide if this is worse than Knight of Cups for my 3rd worst movie of 2016 It's not as horrible as Gods Not Dead 2 or Hardcore" normal
75492 "Super cute kids shooting some netty hoops, as we count down 1 year till the Comm Games Ten News Melbourne https://t.co/2Smk6ZRLqD" normal
75493 "I got up early painted over what I did ..shirtless ..then went back to bed I barely remember it 😂 didn't even realize I was shirtless 😂" normal
75498 "Packing for a journey; hmmmm. May have to remove items. One book can come along. O the tough choices! Advice, peeps? #travel #amreading" normal
75499 "I'm just gonna sit in my air conditioned room and tweet about a cause so I can feel like I accomplished something today. Yes." normal
75500 "The cronies will then, in unison again, announce, probably after another strike, that Trump is a great leader." normal
75503 "I liked a @YouTube video https://t.co/IEdSFJKGPc TV SHOW MASHUP - 20 Songs in 3 Minutes!! ft. Madilyn Bailey &amp; Sam Tsui" spam
75504 ".@UghHayme 🔹@hellogwiinan 
🔹Gwen
🔹14
🔹""The purpose of life is to live a life of purpose."" https://t.co/Pzkf4732fK" normal
75505 "It's a shitty world where a young lass gets attacked on social media just for dressing like a cartoon character - g… https://t.co/X6fudLAlcO" abusive
75506 "When doors are at 9, and the headliner is 12:30... When I will be happy. Safe and warm in my bed - grrrr @ticketmaster" normal
75507 "The problem with two front teeth protuding out, when taking formal photo without smiling is the… https://t.co/qhVtX8ImVo" normal
75508 "Future said he ""see hell everywhere"" and I didn't care in the slightest about his well being 😂😂😂😂😂too fire" hateful
75513 "Let's play the game of typing letters into iMessage 'Send To' / see the names pop up you've deleted then have a little stalk on Instagram." normal
75514 "Found a Transponder Snail!
A tearful farewell: The Going Merry's last voyage.
https://t.co/FZonqvKnAL #TreCru https://t.co/NX99BTo2vS" normal
75515 "Click to support Protect the Wolves: Our mission  uses not only Education but outspoken advocacy for wolve... https://t.co/5xRvHWNADl" spam
75516 "LOT 5X Apple iPhone 6s Plus / 5S / SAMSUNG GALAXY S7 VERIZON UNLOCKED Smartphone https://t.co/AFCAs0jRix https://t.co/DHrsEhsoqY" normal
75521 "Your optimism sets the tone for a spectacular day, and you may... More for Sagittarius https://t.co/RE3PxDwTmQ" spam
75523 "04:36 CEST: Temperature: 5.8°C, Wind: SW, 3 kph (ave), 4 kph (gust), Humidity: 68%, Rain (hourly) 0.0 mm, Pressure: 1011 hPa, falling slowly" normal
75524 "Gave Dotson with the CG shutout for Hickman County. Also drove in the games only run!… https://t.co/ExQt1sTQbU" normal
75527 "40% of employers plan to hire full-time workers in 2017 — the strongest showing in 10 years. https://t.co/3QDMhWTrKY" normal
75529 "Now  on Shadows Radio  :  Freakangel - "" Suck the Poison In (Terrolokaust Mix)""

https://t.co/B7yMidwVCI

#goth #gothmusic" normal
75530 "You would love to call it quits early in the day so you can le... More for Cancer https://t.co/6Cxx2dSE15" normal
75531 "[ All Black / Plies ] 
[ Album &gt; DJ Smallz And The Empire-Southern Smoke 32 (The Transporters) ]
 #nowplaying #なうぷれ https://t.co/YsC6340km7" spam
75536 "If we are passionate with what we do, then it is very easy to commit expansion and improvement. # Wisdom" normal
75540 "Stormy skies - thoughts on editing? all critique welcome via /r/photocritique https://t.co/I56Y2Dx4Rq https://t.co/TC6Z3k3OWN" normal
75541 "❤❤❤❤❤❤❤ #NowPlaying The Flash – Music from the Special Episode: Duet by Various Artists ♫ https://t.co/9lYIJ6Kbu6" normal
75542 "Gorgeous! ❤ @sealydzine where can I get those fabulous fold down drying racks you put in the laundry room 👍🏼👏🏼… https://t.co/6zOKGidUAW" normal
75543 "Found a Transponder Snail!
Luffy struggles to overcome his brother's death.
https://t.co/bj5A2jaO56 https://t.co/wvV1PlWPuJ" normal
75544 "@camilacabello97  A thousand words is so little to say, that the feeling I have for you is greater than everything!" normal
75545 "@EE Figured out the issue. You can't top up with card through the 4G wifi device or mobile due to card companies fr… https://t.co/TGhCS8LoD1" normal
75547 "#wondercon2017 haul: HEX11-Great looking book. People were rushing up to buy more issues @lkatwebs &amp; @KellySueSays:… https://t.co/aUvYxISL12" normal
75548 "Thanks for the recent follow @nirerbam @agntederc @envethag Happy to connect :) have a great Saturday. ➡️Want it🆓❓https://t.co/nfHFG6pEg9" normal
75549 "My man johnalves1566 of @theelovaters is checking out some #synth pedals. This one is the… https://t.co/FrMs4twcFv" normal
75552 "MUSIC: Mighty King ft OluwaNatty, BBK, Relly Ice &amp; Benefits - Ogelohi (Prd. S2J) https://t.co/xp64uAUj48 https://t.co/BNjiw4aizL" spam
75553 "#MLB Wire: Final Four 2017 results: NCAA Tournament scores, tip times, bracket, TV info... - https://t.co/O5MX1E4FA9" normal
75555 "@TimKennedyMMA @GayPatriot Bernie don't forget the percent that contribute nothing but consume a lot of resources" normal
75556 "SIGNIFICANT WEATHER ADVISORY FOR WHITE,  HARDIN, GALLATIN &amp; SALINE counties until 2:45 PM.
Dime size hail possible." normal
75557 "Nonie Darwish ""Demolishes False Equivalence"" Between #Christianity and #Islam | Frontpage Mag https://t.co/eTPQbRWPu7" normal
75559 "Plastic Addiction: Games Workshop and Me https://t.co/NBkZtZJeFJ #weeklyrecap https://t.co/JDFcmIT7w1" normal
75560 "@Machinima Oh. Better than PS4 pro!! Ya think?!? It's a completely new gen console. Guess what ya knob...it's better than Xbox 1 too." normal
75563 "Illustration of Cassini Spacecraft's Grand Finale Dive via NASA https://t.co/vav0hWZuUK https://t.co/l1ECZVCer4" normal
75564 "@Louis_Ellison_ @pnewman96 @PaulHXBlue @CJPhillips1982 @SUFCRootsHall Well thats becoming more unrealistic every game" normal
75565 """A mission statement is pointless unless you have people who are on a mission."" Via @JonGordon11 #ascdl2l" normal
75566 "@KinglefromIndy I swear bro 😂 my storage on my phone is occupied by music more than anything else lmao now I CANNOT live without music" normal
75568 "Did Ritchie kick it backwards without us seeing? No one was cautioned..... @raisbeck10 @paulfraserecho @lee_ryder https://t.co/GdN4PukJhg" normal
75571 "@shahirah_asri good try, I didn't cry there just amused. I cried at Rose's last meeting the Doctor at Norway." normal
75572 "Get a #healthy boost to start your week with our ginger shot from @TheJuiceryWorld #TheJuicery#MondayMotivation https://t.co/WlLYG9u8vy" normal
75573 "@Jedidyke @Swaal I would rather be a sailor on the honeymoon yacht... You have so marvelous ships over there...😉" normal
